-1.1913485,5.0384550,5.2431524
-1.1838188,4.8387566,5.1579522
-1.1720635,4.6392307,5.0717207
-1.1558090,4.4406129,4.9844321
-1.1346892,4.2413842,4.8951754
-1.1086970,4.0430103,4.8051738
-1.0779182,3.8463304,4.7145011
-1.0421047,3.6496691,4.6232939
-1.0014174,3.4533655,4.5320481
-0.9565031,3.2588418,4.4410057
-0.9079195,3.0658501,4.3504417
-0.8562803,2.8737510,4.2607624
-0.8021009,2.6818545,4.1725794
-0.7456543,2.4905901,4.0871502
-0.6863762,2.3010602,4.0053211
-0.6223854,2.1137622,3.9278239
-0.5504491,1.9279422,3.8548256
-0.4684593,1.7430165,3.7856971
-0.3795877,1.5663700,3.7221058
-0.2810356,1.3922627,3.6614775
-0.1733131,1.2221415,3.6032161
-0.0590845,1.0598532,3.5490837
0.0642475,0.9012952,3.4959390
0.1937858,0.7499811,3.4453616
0.3307647,0.6040488,3.3951732
0.4738420,0.4647198,3.3455480
0.6230702,0.3316980,3.2949166
0.7777701,0.2054604,3.2436204
0.9380852,0.0858616,3.1894600
1.1028304,-0.0262089,3.1345288
1.2733073,-0.1314329,3.0737556
1.4475557,-0.2281473,3.0255181
1.6270081,-0.3166273,3.0274692
1.8102914,-0.3956502,3.0305680
1.9972905,-0.4647386,3.0350553
2.1882378,-0.5235309,3.0422030
2.3815642,-0.5709235,3.0505560
2.5785364,-0.6063687,3.0627839
2.7776197,-0.6280416,3.0766123
2.9767036,-0.6347715,3.0926780
3.1793149,-0.6258151,3.1118171
3.3782097,-0.6016453,3.1326180
3.5704703,-0.5641338,3.1555115
3.7637106,-0.5138395,3.1798028
3.9536424,-0.4605346,3.2000235
4.1462129,-0.4147626,3.2010701
4.3404708,-0.3677168,3.2306395
4.5321620,-0.3134488,3.3253536
4.7219602,-0.2511891,3.4382307
4.9103423,-0.1816318,3.5489816
5.0968681,-0.1054245,3.6535887
5.2777281,-0.0244335,3.7492014
5.4572578,0.0631405,3.8414372
5.6349496,0.1569837,3.9308249
5.8077331,0.2550503,4.0167456
5.9787598,0.3586472,4.1017392
6.1470965,0.4668376,4.1856411
6.3120503,0.5786941,4.2684984
6.4750888,0.6947573,4.3509824
6.6351589,0.8138492,4.4327255
6.7931449,0.9361866,4.5140468
6.9489049,1.0612613,4.5949841
7.1026329,1.1888381,4.6752849
7.2543952,1.3185976,4.7553556
7.4045242,1.4504760,4.8348393
7.5530358,1.5841675,4.9140342
7.6997985,1.7192139,4.9929196
7.8457591,1.8561487,5.0715074
7.9898937,1.9936589,5.1499754
8.1334437,2.1326783,5.2282050
8.2758032,2.2726425,5.3061556
8.4168290,2.4133702,5.3839074
8.5574229,2.5556772,5.4611646
8.6967059,2.6986021,5.5381830
8.8349664,2.8423610,5.6148860
8.9725988,2.9873011,5.6910436
9.1091042,3.1328336,5.7668967
9.2447706,3.2791986,5.8423069
9.3797447,3.4264965,5.9171404
9.5137402,3.5743552,5.9916237
9.6469947,3.7229745,6.0655987
9.7795719,3.8723683,6.1389876
9.9113028,4.0222847,6.2120081
10.0423600,4.1728561,6.2845204
10.1727966,4.3240802,6.3564556
10.3025173,4.4757785,6.4280320
10.4316401,4.6280171,6.4991480
10.5602192,4.7807857,6.5696998
10.6882214,4.9339666,6.6399067
10.8157321,5.0875797,6.7097014
10.9427826,5.2415784,6.7788871
11.0694060,5.3959173,6.8476876
11.1956737,5.5505993,6.9160565
11.3215531,5.7055042,6.9835959
11.4471483,5.8606846,7.0253864
11.5725225,6.0161571,7.0380614
11.6975301,6.1717050,6.9267802
11.8223168,6.3275308,6.8139845
11.9468859,6.4837087,6.7011512
12.0709335,6.6399687,6.5888057
12.1946170,6.7966654,6.4771273
12.3178815,6.9539361,6.3661003
12.4402702,7.1114407,6.2571106
12.5619442,7.2696466,6.1494959
12.6828888,7.4288152,6.0432368
12.8023970,7.5883088,5.9401927
12.9208854,7.7490609,5.8387361
13.0380218,7.9110185,5.7391804
13.1532427,8.0737625,5.6425647
13.2668581,8.2380909,5.5473036
13.3784157,8.4037196,5.4541160
13.4876841,8.5706625,5.3629862
13.5947509,8.7394284,5.2729195
13.6990586,8.9095101,5.1848701
13.8006628,9.0813675,5.0978674
13.8993965,9.2551203,5.0117389
13.9947736,9.4302979,4.9269050
14.0869146,9.6075293,4.8424122
14.1754192,9.7864784,4.7584794
14.2601201,9.9672237,4.6746728
14.3408899,10.1500068,4.5909231
14.4172591,10.3342852,4.5067961
14.4892645,10.5205383,4.4227162
14.5566106,10.7085088,4.3387180
14.6190578,10.8982819,4.2557200
14.6760486,11.0896504,4.1732356
14.7270919,11.2831537,4.0931177
14.7714084,11.4780631,4.0142941
14.8083810,11.6740836,3.9375569
14.8376367,11.8727309,3.8639014
14.8581506,12.0706458,3.7920331
14.8696905,12.2704656,3.7235517
14.8716556,12.4716850,3.6576270
14.8639011,12.6709628,3.5934403
14.8469224,12.8683543,3.5305207
14.8218397,13.0654758,3.4668531
14.7914024,13.2631102,3.3987606
14.7606346,13.4587962,3.3428323
14.7299474,13.6525484,3.3349314
14.6918545,13.8474613,3.3298807
14.6424793,14.0422574,3.3259097
14.5806977,14.2352971,3.3211737
14.5086388,14.4195818,3.3103641
14.4244967,14.6009574,3.3125673
14.3287466,14.7786357,3.3238705
14.2250701,14.9475917,3.3860013
14.1119464,15.1130877,3.4524488
13.9922883,15.2729301,3.5271500
13.8665894,15.4283520,3.6020367
13.7357786,15.5795534,3.6770370
13.6005604,15.7267868,3.7531012
13.4616959,15.8702066,3.8298181
13.3191519,16.0107114,3.9102347
13.1740155,16.1480545,3.9931585
13.0266739,16.2827191,4.0801281
12.8768192,16.4158274,4.1725816
12.7271590,16.5458673,4.2679250
12.5745827,16.6763022,4.3708637
12.4221545,16.8047504,4.4766091
12.2693248,16.9319957,4.5854964
12.1148665,17.0594993,4.6975216
11.9607530,17.1860425,4.8099396
11.8066988,17.3122085,4.9226080
11.6519536,17.4388472,5.0328699
11.4975586,17.5651936,5.1414585
11.3431512,17.6915053,5.2363508
11.1885526,17.8177741,5.2509435
11.0338620,17.9436523,5.1608764
10.8785844,18.0691371,5.0282194
10.7225672,18.1938259,4.8974693
10.5660012,18.3169543,4.7712921
10.4077436,18.4387565,4.6488815
10.2477208,18.5586493,4.5315921
10.0868334,18.6754570,4.4220449
9.9229733,18.7902974,4.3165847
9.7572939,18.9018304,4.2173488
9.5892939,19.0096337,4.1231258
9.4180703,19.1135527,4.0313539
9.2446718,19.2122719,3.9442903
9.0678910,19.3057941,3.8600913
8.8883560,19.3930572,3.7797259
8.7050564,19.4737642,3.7044669
8.5195114,19.5465005,3.6316050
8.3299228,19.6111710,3.5640351
8.1373681,19.6665706,3.4994326
7.9443829,19.7114669,3.4372341
7.7460647,19.7463469,3.3777785
7.5467523,19.7699718,3.3172615
7.3480370,19.7826142,3.2538750
7.1497221,19.7855378,3.1951229
6.9512609,19.7807747,3.1867680
6.7529793,19.7704505,3.1810535
6.5539925,19.7542624,3.1778779
6.3559756,19.7299170,3.1749045
6.1613095,19.6952991,3.1665817
5.9672312,19.6483541,3.1651051
5.7748192,19.5883350,3.1783866
5.5890708,19.5170343,3.2400807
5.4071712,19.4348510,3.3122858
5.2283846,19.3426323,3.3905105
5.0562346,19.2435034,3.4663712
4.8870634,19.1363379,3.5407054
4.7226758,19.0229406,3.6122147
4.5623911,18.9035496,3.6811301
4.4063026,18.7788551,3.7486309
4.2540623,18.6491667,3.8152384
4.1059401,18.5153493,3.8821167
3.9612131,18.3773894,3.9502404
3.8200534,18.2361537,4.0198288
3.6824446,18.0920866,4.0907635
3.5475408,17.9444761,4.1641140
3.4162289,17.7944878,4.2384040
3.2877532,17.6415040,4.3146069
3.1623483,17.4860794,4.3919809
3.0401555,17.3286979,4.4701303
2.9203427,17.1685530,4.5496590
2.8035315,17.0067371,4.6295738
2.6894071,16.8431100,4.7100219
2.5776311,16.6774452,4.7909204
2.4684868,16.5104256,4.8719569
2.3616353,16.3418036,4.9531345
2.2569709,16.1716605,5.0342520
2.1545957,16.0004181,5.1152791
2.0541999,15.8278089,5.1960559
1.9557683,15.6540411,5.2764639
1.8593130,15.4793761,5.3565816
1.7645799,15.3035836,5.4361188
1.6715721,15.1268851,5.5150675
1.5802605,14.9494418,5.5935564
1.4904585,14.7710956,5.6712117
1.4021584,14.5920215,5.7480901
1.3153132,14.4123094,5.8243657
1.2298050,14.2318873,5.8996211
1.1456136,14.0508700,5.9739130
1.0626815,13.8692796,6.0474764
0.9809539,13.6871273,6.1198711
0.9004129,13.5044888,6.1910991
0.8209875,13.3213016,6.2614764
0.7426806,13.1376537,6.3305300
0.6654927,12.9536121,6.3981816
0.5893344,12.7690061,6.4648444
0.5142681,12.5840098,6.5299601
0.4403156,12.3986848,6.5933955
0.3673696,12.2127313,6.6556715
0.2955765,12.0264606,6.7160218
0.2249420,11.8398027,6.7744308
0.1553879,11.6524971,6.8315226
0.0870850,11.4649580,6.8861988
0.0199813,11.2769564,6.9388765
-0.0459380,11.0883405,6.9901266
-0.1104923,10.8995187,7.0383989
-0.1737624,10.7101446,7.0849327
-0.2357093,10.5202188,7.1299426
-0.2961995,10.3300517,7.1719940
-0.3553077,10.1393075,7.2129136
-0.4129742,9.9481241,7.2522931
-0.4691805,9.7565741,7.2144138
-0.5239394,9.5645337,7.1523803
-0.5771691,9.3721058,7.0655893
-0.6288034,9.1792287,6.9797451
-0.6787544,8.9859150,6.8944347
-0.7269463,8.7921467,6.8099149
-0.7733057,8.5979257,6.7257026
-0.8177464,8.4033219,6.6417637
-0.8602352,8.2081686,6.5582301
-0.9006588,8.0126509,6.4748597
-0.9389499,7.8167356,6.3917216
-0.9750524,7.6202869,6.3089001
-1.0088320,7.4235622,6.2262557
-1.0402273,7.2263759,6.1439244
-1.0691297,7.0287528,6.0618890
-1.0953943,6.8309441,5.9800389
-1.1189480,6.6326008,5.8985178
-1.1396288,6.4339777,5.8171527
-1.1572849,6.2352667,5.7358950
-1.1718092,6.0359977,5.6546756
-1.1830059,5.8366482,5.5733032
-1.1907125,5.6373266,5.4917867
-1.1947726,5.4375350,5.4095533
-1.1949968,5.2379166,5.3686939
-1.1913485,5.0384550,5.2431524
